budget,popularity,revenue,runtime,vote_count,vote_average,Threshold
150000000,36.973031,212011111,138,790,6.9,2
130000000,84.689648,631744560,90,3145,6.9,2
90000000,104.121555,589390539,98,4412,6.9,2
90000000,51.881077,366101666,128,2066,6.9,2
100000000,24.939295,93700000,131,963,6.9,2
85000000,80.316463,288747895,139,4663,6.9,2
90000000,36.069611,142940100,178,1147,6.9,2
75000000,68.550698,691210692,142,9455,6.9,2
80000000,18.26121,34566746,145,189,6.9,2
75000000,51.469576,335062621,136,1456,6.9,2
70000000,29.035222,130358911,164,696,6.9,2
75000000,42.006908,248118121,106,1946,6.9,2
75000000,46.875375,527068851,87,2264,6.9,2
74500000,8.884318,62172050,109,180,6.9,2
70000000,18.888806,39041505,127,395,6.9,2
60000000,30.951203,244082376,115,1343,6.9,2
61000000,37.378081,95696996,124,1462,6.9,2
55000000,48.507081,300218018,143,1022,6.9,2
55000000,22.863516,89519773,119,573,6.9,2
82000000,24.444186,47434430,118,435,6.9,2
0,16.368283,0,124,277,6.9,2
48000000,25.170217,207515725,147,562,6.9,2
55000000,48.801089,70016220,122,1188,6.9,2
45000000,30.816341,90683916,102,710,6.9,2
2600000,46.007991,84300000,88,1355,6.9,2
8000000,28.456572,90815558,126,891,6.9,2
40000000,31.066874,55247881,129,708,6.9,2
40000000,16.059443,38172500,86,190,6.9,2
10000000,18.664624,47536959,110,417,6.9,2
35000000,6.889633,35323292,102,97,6.9,2
35000000,9.011729,0,111,161,6.9,2
35000000,37.335721,61181942,123,1121,6.9,2
32000000,34.628738,60740827,96,832,6.9,2
0,6.775294,106269971,137,113,6.9,2
45000000,32.217425,306776732,113,677,6.9,2
30000000,29.489274,156835339,126,977,6.9,2
0,15.011624,0,111,260,6.9,2
30000000,34.421696,51148651,133,905,6.9,2
0,3.735723,0,157,51,6.9,2
28000000,37.729059,97594140,115,823,6.9,2
8000000,9.548391,27187653,163,67,6.9,2
15000000,12.576381,49469904,92,235,6.9,2
0,0.548435,0,133,6,6.9,2
22000000,20.256571,50750000,175,207,6.9,2
30000000,38.171417,611899420,127,864,6.9,2
25485000,9.795985,29548291,144,147,6.9,2
25000000,20.561682,74188937,121,483,6.9,2
25000000,15.960916,17000000,95,530,6.9,2
25000000,7.538513,15431177,120,110,6.9,2
24000000,22.258428,133000000,119,477,6.9,2
22000000,41.967005,505000000,127,1339,6.9,2
9000000,20.410354,46,90,497,6.9,2
21000000,63.599973,205738714,122,4742,6.9,2
0,23.139971,0,107,923,6.9,2
25000000,25.785925,135330182,143,1055,6.9,2
19000000,64.181668,25836616,108,1603,6.9,2
20000000,44.566609,5359645,107,1552,6.9,2
18000000,20.716023,151668774,104,993,6.9,2
17000000,36.423717,129042871,97,2320,6.9,2
15000000,17.50138,76286096,111,367,6.9,2
18000000,19.234672,47088990,106,342,6.9,2
18000000,14.916264,8038061,112,176,6.9,2
18000000,31.887978,25739015,114,836,6.9,2
3500000,18.025206,34000000,96,270,6.9,2
16000000,23.425431,109502303,126,478,6.9,2
0,10.178917,0,121,187,6.9,2
16500000,18.236284,37311672,120,317,6.9,2
20000000,36.764666,0,113,948,6.9,2
0,4.488547,0,135,21,6.9,2
21000000,20.818567,177200000,116,421,6.9,2
0,7.921311,0,118,72,6.9,2
15000000,6.857923,33771174,120,155,6.9,2
15000000,10.84158,30226144,126,151,6.9,2
0,13.817269,28084357,107,275,6.9,2
14200000,7.05145,674918,139,78,6.9,2
14000000,3.650857,27515786,109,47,6.9,2
26000000,11.942862,14821658,136,240,6.9,2
12000000,16.051328,0,97,803,6.9,2
13500000,9.982885,29027914,107,144,6.9,2
0,6.796079,0,108,96,6.9,2
12000000,6.035152,96070507,122,281,6.9,2
12000000,18.422008,22921898,121,439,6.9,2
12000000,13.427427,0,109,86,6.9,2
12000000,9.164386,0,100,141,6.9,2
12000000,12.664787,19271312,129,206,6.9,2
12000000,4.795244,0,100,41,6.9,2
12000000,25.496926,0,99,612,6.9,2
11000000,45.072136,153083102,106,1596,6.9,2
10000000,21.258991,136836156,124,459,6.9,2
10000000,13.455373,33697647,91,291,6.9,2
10000000,16.78512,20766616,103,311,6.9,2
10000000,17.078656,7177143,126,336,6.9,2
0,5.355763,0,120,73,6.9,2
10,1.617943,11,85,26,6.9,2
0,5.107235,0,104,49,6.9,2
9000000,6.717994,41590886,118,66,6.9,2
0,10.932711,1053788,119,116,6.9,2
0,5.897391,25966555,140,95,6.9,2
8000000,8.204829,0,111,196,6.9,2
8000000,13.143045,6491240,101,672,6.9,2
0,1.939054,92,92,13,6.9,2
0,4.409263,0,142,37,6.9,2
7000000,8.591387,8900000,97,140,6.9,2
6000000,24.351305,50244700,99,703,6.9,2
6000000,6.497285,6670712,104,113,6.9,2
6000000,5.411243,3283371,99,29,6.9,2
5000000,18.077963,26888376,97,398,6.9,2
5000000,5.960149,13269963,135,77,6.9,2
0,5.87193,0,110,83,6.9,2
5000000,10.095184,5129058,91,165,6.9,2
4500000,5.224593,10400000,116,89,6.9,2
4500000,15.359952,7011317,108,198,6.9,2
4400000,3.898737,0,85,35,6.9,2
0,0.933891,0,93,11,6.9,2
3705538,8.839651,62548947,112,176,6.9,2
4000000,4.117968,0,105,68,6.9,2
0,9.140936,641100,115,228,6.9,2
3716946,2.676535,5000000,121,47,6.9,2
8000000,17.537154,127392239,80,358,6.9,2
0,8.308442,2277396,99,150,6.9,2
0,3.027892,0,101,101,6.9,2
0,6.017273,0,111,49,6.9,2
3000000,7.961559,20966644,117,156,6.9,2
3000000,2.504169,9879971,94,94,6.9,2
3000000,12.68672,2357852,123,250,6.9,2
8000000,6.39503,23563727,116,99,6.9,2
0,0.205034,0,100,8,6.9,2
2300000,1.606314,11000000,107,18,6.9,2
2000000,41.298723,78898765,115,760,6.9,2
0,4.922397,0,99,18,6.9,2
1900000,1.367751,0,89,21,6.9,2
0,0.225627,0,87,17,6.9,2
1500000,13.788054,11098131,81,226,6.9,2
0,1.404175,0,98,24,6.9,2
1488423,80.171283,184925486,83,1914,6.9,2
1200000,6.920873,7000000,99,149,6.9,2
1596010,0.552361,0,75,8,6.9,2
950000,48.901542,59600000,110,940,6.9,2
1000000,22.583834,14564027,94,449,6.9,2
3500000,26.881611,16566240,112,890,6.9,2
1000000,9.773398,13350369,103,144,6.9,2
0,5.870319,0,88,103,6.9,2
777000,19.326115,140000000,110,324,6.9,2
500000,8.519202,603943,90,106,6.9,2
0,0.388401,0,89,7,6.9,2
0,1.68502,0,98,22,6.9,2
0,4.321249,0,132,42,6.9,2
0,25.349758,258384,90,462,6.9,2
300000,1.085909,1750211,88,23,6.9,2
0,28.858238,110197,94,332,6.9,2
250000,44.656151,501818,90,1069,6.9,2
0,5.251143,0,92,57,6.9,2
230000,18.450613,2260712,92,733,6.9,2
225000,0.126676,111300,86,6,6.9,2
50000,1.777148,0,47,41,6.9,2
7000,23.307949,424760,77,658,6.9,2
200000000,145.847379,1065659812,151,5246,7,2
200000000,89.186492,743559607,104,3528,7,2
170000000,32.319043,185770160,126,2141,7,2
180000000,110.620647,758539785,97,4496,7,2
250000000,108.849621,1021103568,169,8297,7,2
130000000,64.798873,185258983,163,2811,7,2
130000000,120.09361,519311965,117,5880,7,2
125000000,81.499621,334615000,129,3886,7,2
116000000,45.616098,102000000,170,1489,7,2
95000000,37.054554,76432727,89,858,7,2
93000000,138.433168,482860185,105,4347,7,2
90000000,43.348022,188133322,114,3144,7,2
90000000,57.834787,524028679,128,5766,7,2
80000000,14.530946,90874570,74,292,7,2
76000000,136.886704,970761885,98,4637,7,2
60000000,57.753914,219417255,128,1910,7,2
66000000,29.505574,177584879,146,992,7,2
70000000,16.92991,131457682,136,630,7,2
65000000,65.197968,422610419,117,4997,7,2
65000000,44.815022,217764291,120,1451,7,2
60000000,23.85119,122233971,134,1125,7,2
72000000,15.433244,27642707,131,285,7,2
53000000,20.334629,157387195,116,498,7,2
55000000,39.882276,259207227,95,883,7,2
70000000,18.927463,154648887,143,438,7,2
50000000,35.537397,202292902,115,832,7,2
50000000,52.380982,188441614,112,3319,7,2
50000000,37.990705,142851197,118,2443,7,2
50000000,46.180421,110206216,133,1381,7,2
50000000,42.526529,69411370,144,938,7,2
46000000,25.6713,150000000,111,661,7,2
45000000,31.305336,175372502,97,1111,7,2
40000000,37.073127,244931766,135,1869,7,2
43000000,19.043286,80049764,136,302,7,2
42000000,28.969151,363889678,124,1262,7,2
42000000,34.828241,24127895,122,1335,7,2
40000000,25.219805,152266007,149,509,7,2
40000000,68.794673,320170008,134,1949,7,2
40000000,31.385257,128798265,139,767,7,2
40000000,26.072228,85412898,119,902,7,2
40000000,24.313684,55707411,122,432,7,2
42000000,47.559928,180274123,113,2025,7,2
50000000,51.502884,32017803,107,1182,7,2
32000000,25.682509,28258060,137,701,7,2
37000000,24.218358,154026136,125,1468,7,2
36000000,27.465433,102244770,116,594,7,2
35000000,44.104469,411348924,126,2096,7,2
35000000,83.893257,326551094,109,3088,7,2
35000000,27.714043,182300000,128,675,7,2
27000000,29.381878,231976425,162,542,7,2
10700000,36.230204,122200000,114,794,7,2
35000000,35.120736,50363790,123,823,7,2
35000000,16.343317,27409889,105,322,7,2
0,13.930763,25147786,148,291,7,2
34000000,131.815575,348319861,113,5371,7,2
34000000,9.133747,32255440,139,169,7,2
32000000,24.147269,48814909,129,544,7,2
31000000,13.864975,128499205,161,279,7,2
31000000,19.258041,68106245,118,462,7,2
30000000,26.780961,196114570,104,1293,7,2
30000000,35.53352,14711793,160,776,7,2
30000000,12.257654,0,140,38,7,2
28000000,7.534003,64445708,135,159,7,2
35866397,3.75074,20217080,98,49,7,2
27000000,47.862016,20158808,102,1002,7,2
22000000,19.068175,68296293,139,262,7,2
25000000,30.884535,441286195,125,1591,7,2
60000000,40.646102,137587063,96,1113,7,2
0,5.377155,0,100,35,7,2
25000000,20.953265,41597830,114,451,7,2
25,4.88794,13,145,59,7,2
25000000,8.127728,13411957,107,210,7,2
25000000,20.011435,27603069,80,738,7,2
25000000,1.894749,3052000,128,31,7,2
14000000,14.480628,34670720,119,257,7,2
21500000,12.819447,0,117,239,7,2
0,1.934524,37000000,134,22,7,2
20000000,6.92592,60000000,127,114,7,2
20000000,20.975165,50907234,104,435,7,2
30000000,23.982956,47126295,113,628,7,2
20000000,10.50098,17436509,120,167,7,2
0,7.829295,0,98,130,7,2
20000000,12.232048,6420319,106,185,7,2
0,13.621201,0,117,216,7,2
14000000,45.99611,173046663,111,1476,7,2
18000000,34.694216,99206215,98,1098,7,2
18000000,52.464877,35692920,94,2606,7,2
18000000,10.991281,676698,103,104,7,2
20000000,33.436092,121463226,113,2100,7,2
17000000,19.311572,9500000,122,331,7,2
16500000,20.935169,0,102,428,7,2
15000000,24.898687,43848069,126,546,7,2
16500000,12.102725,16942795,126,199,7,2
16000000,7.612849,0,90,127,7,2
18000000,16.418639,0,115,215,7,2
15000000,42.952942,52501541,115,951,7,2
15000000,16.629173,59389433,107,978,7,2
15000000,12.163832,12036149,121,177,7,2
0,1.485324,0,276,12,7,2
14000000,45.473484,463000000,119,1746,7,2
12300000,28.670193,84460846,69,640,7,2
12000000,23.161754,79567667,114,504,7,2
12000000,19.195399,68706993,113,375,7,2
11000000,16.003958,13110448,100,334,7,2
11000000,25.302978,0,105,766,7,2
10000000,8.305998,37402877,153,103,7,2
10000000,17.663353,21587700,130,1068,7,2
10000000,4.123533,1759252,98,54,7,2
10000000,1.728816,9069,85,5,7,2
9400000,14.562991,60000000,163,140,7,2
7400000,36.173598,21817298,136,885,7,2
7000000,7.720692,8220215,110,118,7,2
9000000,2.872281,0,128,33,7,2
0,7.247023,0,102,54,7,2
8000000,0.034259,1997807,126,17,7,2
8250000,7.973109,30000000,171,63,7,2
0,10.639916,76657000,97,164,7,2
8000000,3.501158,27362712,109,31,7,2
8000000,33.372828,39187783,100,1261,7,2
8000000,21.024346,5659286,90,459,7,2
8000000,7.235794,18124262,129,97,7,2
0,1.278092,0,111,3,7,2
0,9.100352,2455831,93,177,7,2
8000000,7.828459,0,104,129,7,2
7500000,19.585801,145793296,99,350,7,2
0,0.024186,0,103,3,7,2
7500000,19.782725,231411584,96,2244,7,2
7000000,8.079046,14618727,116,139,7,2
7000000,14.672151,8373585,164,201,7,2
0,14.574995,41410568,115,251,7,2
6500000,11.142389,28451622,98,196,7,2
6500000,12.524953,12376563,131,190,7,2
0,3.481517,0,140,32,7,2
6500000,40.688426,17693675,100,875,7,2
6500000,24.0034,11850214,105,559,7,2
0,1.068819,0,113,6,7,2
6000000,23.431117,43656822,152,389,7,2
5300000,13.034602,3897799,122,266,7,2
8000000,19.683187,60378584,110,485,7,2
5000000,8.753409,3049135,99,294,7,2
5000000,9.136965,0,107,202,7,2
0,1.546169,0,95,2,7,2
0,2.387463,0,120,22,7,2
0,3.11319,0,105,46,7,2
4500000,20.403344,27092880,90,322,7,2
4500000,3.819796,0,123,71,7,2
4500000,8.48639,0,110,46,7,2
5000000,11.21273,0,89,217,7,2
3000000,1.204941,302204,109,23,7,2
967686,20.544999,4270000,101,423,7,2
3500000,25.5748,28215918,91,503,7,2
2700000,17.332585,141000000,109,418,7,2
3000000,0.720091,0,97,11,7,2
2700000,11.35972,37799643,118,59,7,2
0,0.144031,0,103,3,7,2
2600000,19.02965,553198,92,308,7,2
0,0.197469,0,90,3,7,2
0,0.142255,0,100,1,7,2
2400000,4.623059,5731103,120,11,7,2
2361000,0.628051,6892000,101,4,7,2
0,2.526356,0,89,51,7,2
2000000,10.664202,18344729,89,200,7,2
0,9.719094,0,90,107,7,2
0,2.756435,23311391,106,28,7,2
1250000,3.000435,0,156,27,7,2
0,0.108135,0,93,1,7,2
500000,6.093989,33456317,122,100,7,2
500000,0.109579,845188,93,2,7,2
0,0.619136,0,111,11,7,2
0,0.607782,0,95,8,7,2
225000,1.014966,0,98,38,7,2
0,0.034135,0,90,7,7,2
0,0.008453,0,95,2,7,2
0,0.062979,0,110,1,7,2
0,0.120505,0,75,3,7,2
245000,0.785744,22000000,151,21,7,2
0,0.186401,0,68,2,7,2
0,0.00734,0,90,1,7,2
0,1.444476,0,120,6,7,2
250000000,120.965743,956019788,144,4760,7.1,2
250000000,198.372395,1153304495,147,7241,7.1,2
165000000,62.341073,471222889,108,4570,7.1,2
160000000,3.195174,353624124,132,5181,7.1,2
150000000,114.522237,682330139,131,3224,7.1,2
145000000,61.788035,306941670,97,1922,7.1,2
125000000,7.255718,626137675,130,2438,7.1,2
65000000,43.129703,261317921,113,1710,7.1,2
113000000,44.108427,850000000,140,4116,7.1,2
102000000,65.948959,358372926,145,2608,7.1,2
10000000,3.091077,13835130,110,73,7.1,2
100000000,46.160048,193772504,167,1910,7.1,2
94000000,12.516546,95311434,145,187,7.1,2
80000000,55.659988,145771527,85,1314,7.1,2
75000000,48.744209,108145109,116,2265,7.1,2
70000000,24.961625,90000098,139,808,7.1,2
70000000,48.032734,135560026,127,1184,7.1,2
69000000,113.858273,543513985,95,6478,7.1,2
59000000,99.561972,383257136,81,3857,7.1,2
61000000,48.356214,441809770,157,1884,7.1,2
65000000,27.870312,162091208,159,1234,7.1,2
50000000,42.551902,132180323,147,1165,7.1,2
55000000,79.922059,192330738,132,2954,7.1,2
47000000,23.05451,0,133,346,7.1,2
54000000,59.194915,136766062,162,1546,7.1,2
52000000,30.347332,256271286,131,716,7.1,2
50000000,25.237969,34808403,119,775,7.1,2
48000000,30.920075,50315140,120,695,7.1,2
0,11.872841,0,133,410,7.1,2
44000000,3.770161,13681765,192,71,7.1,2
44500000,62.01056,232324128,120,3423,7.1,2
40000000,69.27822,224920315,120,3391,7.1,2
40000000,45.769562,244527583,118,2900,7.1,2
40000000,45.022964,215862692,128,1056,7.1,2
35000000,53.114573,194564672,121,1881,7.1,2
40000000,37.776566,75505856,112,732,7.1,2
30000000,14.188982,0,111,275,7.1,2
80341000,14.8375,127814609,150,205,7.1,2
40000000,3.87823,9793496,130,71,7.1,2
32000000,4.602185,40382659,195,67,7.1,2
40000000,40.379966,243240178,138,877,7.1,2
32000000,59.19888,147332697,93,2699,7.1,2
32000000,4.098444,3566637,75,24,7.1,2
30000000,32.26789,53653224,113,721,7.1,2
28000000,66.976776,333000000,118,2781,7.1,2
30000000,45.915165,90259536,90,1061,7.1,2
28000000,45.054936,96188903,117,4645,7.1,2
30000000,24.09152,95714875,109,598,7.1,2
26000000,10.981038,0,127,146,7.1,2
25000000,29.533437,66122026,114,797,7.1,2
30000000,14.179538,82150642,124,334,7.1,2
25000000,29.796394,11000000,99,705,7.1,2
25000000,15.279021,48531470,154,380,7.1,2
21000000,27.197799,0,81,893,7.1,2
20000000,30.909699,54586584,128,612,7.1,2
20000000,62.933899,83707310,96,2181,7.1,2
20000000,20.82778,22222308,124,334,7.1,2
2000000,14.617944,5048693,104,218,7.1,2
19400000,20.746932,0,125,312,7.1,2
27000000,7.727035,0,150,157,7.1,2
40000000,36.960953,86915017,110,1615,7.1,2
18000000,2.186927,476684675,103,2414,7.1,2
15000000,22.838834,61399552,98,410,7.1,2
15000000,58.553213,73326666,92,1444,7.1,2
0,5.930533,0,132,75,7.1,2
13000000,18.362333,123922370,121,642,7.1,2
13000000,43.791745,54837234,102,763,7.1,2
13000000,2.388918,0,117,29,7.1,2
12000000,6.537986,55260558,100,109,7.1,2
12000000,15.817096,11293663,106,509,7.1,2
0,21.064082,92863945,119,439,7.1,2
0,14.637357,0,112,242,7.1,2
10000000,11.847324,0,130,193,7.1,2
0,5.499412,0,92,83,7.1,2
40600000,34.022209,90400000,116,738,7.1,2
6500000,6.787967,22889018,124,154,7.1,2
5000000,45.490374,82719885,113,1777,7.1,2
6500000,29.01153,24793509,92,664,7.1,2
7000000,17.681707,116700000,121,281,7.1,2
0,8.893676,0,107,420,7.1,2
7000000,8.184588,573335,103,164,7.1,2
6500000,8.432401,1521261,113,119,7.1,2
6000000,5.537646,25059640,106,34,7.1,2
6000000,26.218912,10409377,97,817,7.1,2
5952000,18.119265,2120439,87,454,7.1,2
7000000,14.072941,0,111,426,7.1,2
0,32.476098,792,97,538,7.1,2
0,20.821846,15699707,100,399,7.1,2
4600000,32.14444,23198652,103,688,7.1,2
5000000,22.9951,24804129,134,478,7.1,2
5000000,5.461487,17872796,99,116,7.1,2
5000000,19.807295,3099314,120,471,7.1,2
8000000,12.439495,41400000,101,111,7.1,2
3600000,22.030517,49800000,112,360,7.1,2
4000000,29.852608,13008928,94,550,7.1,2
0,29.071955,44000000,105,633,7.1,2
4000000,3.663108,146402,113,36,7.1,2
0,1.807571,0,142,20,7.1,2
3500000,46.116885,83453539,88,1074,7.1,2
3500000,10.219942,12600000,116,158,7.1,2
2500000,5.164423,3200000,92,95,7.1,2
2159280,13.265432,10700000,80,260,7.1,2
0,11.552247,0,134,61,7.1,2
0,0.545825,0,97,47,7.1,2
0,9.799357,32230907,74,95,7.1,2
2500000,10.363642,0,104,212,7.1,2
2500000,30.583959,26781723,102,618,7.1,2
2500000,0.301884,71904,100,7,7.1,2
1500000,31.691617,30448000,78,934,7.1,2
0,7.792851,6003587,101,120,7.1,2
0,1.096355,0,99,19,7.1,2
2000000,3.911445,120620,90,52,7.1,2
1600000,8.535178,5400000,103,61,7.1,2
1500000,10.009994,2375097,110,166,7.1,2
600000,3.409764,34505110,225,66,7.1,2
500000,0.425195,0,88,17,7.1,2
120000,1.112792,0,95,20,7.1,2
0,5.497682,0,100,51,7.1,2
60000,27.788067,3221152,84,586,7.1,2
237000000,150.437577,2787965087,162,11800,7.2,2
150000000,434.278564,378858340,120,9427,7.2,2
120000000,51.328145,609016565,127,5797,7.2,2
100000000,51.113717,169327687,78,1490,7.2,2
140000000,38.924136,109578115,95,948,7.2,2
92000000,44.455166,172989651,144,1811,7.2,2
90000000,47.651083,232617430,158,2434,7.2,2
90000000,55.249434,171120329,150,1308,7.2,2
75000000,53.213931,288500217,108,2825,7.2,2
85000000,60.929352,450717150,116,3783,7.2,2
68000000,41.273567,96976270,131,999,7.2,2
60000000,38.885195,47664559,112,2126,7.2,2
57000000,33.8473,152944660,144,1374,7.2,2
53000000,49.593978,126690726,109,1486,7.2,2
52000000,40.072583,98126565,170,771,7.2,2
50000000,37.885022,314178011,139,915,7.2,2
60000000,50.163785,223664608,123,1516,7.2,2
50000000,42.472324,83719388,141,1417,7.2,2
51500000,35.481169,55112356,100,848,7.2,2
50000000,31.02233,36348784,116,666,7.2,2
15000000,63.071046,125212904,93,1488,7.2,2
44000000,54.884297,368875760,130,1220,7.2,2
31000000,23.607392,177394432,99,635,7.2,2
40000000,21.743321,124731534,152,467,7.2,2
40000000,66.003433,158733820,124,2691,7.2,2
40000000,48.445978,165478348,141,2583,7.2,2
500000,17.002096,3000000,110,345,7.2,2
50000000,20.825781,73956241,146,396,7.2,2
35000000,82.21166,459270619,100,6173,7.2,2
29000000,25.767395,309208309,129,1597,7.2,2
38000000,49.292384,252276927,110,1668,7.2,2
1800000,38.204158,25504513,91,1180,7.2,2
34000000,19.822791,48169908,202,370,7.2,2
32000000,33.923786,113019290,124,813,7.2,2
0,4.901553,0,132,18,7.2,2
30000000,46.212155,199200000,134,957,7.2,2
25000000,32.105328,115922175,132,1101,7.2,2
30000000,26.952727,160638883,133,619,7.2,2
40000000,43.571612,117195061,77,1894,7.2,2
0,8.305085,42647449,118,144,7.2,2
30000000,55.424027,84025816,121,2416,7.2,2
30000000,12.821329,38413606,126,238,7.2,2
30000000,4.952735,8454301,134,129,7.2,2
0,16.87784,0,122,328,7.2,2
27000000,39.324831,27200316,100,828,7.2,2
25000000,80.879032,226830568,93,4369,7.2,2
26000000,33.93914,35926213,117,765,7.2,2
2800000,25.939385,60922980,111,476,7.2,2
25000000,34.160448,116766556,106,1223,7.2,2
23000000,29.365851,46152800,106,661,7.2,2
24000000,16.146572,41895491,137,341,7.2,2
23600000,57.300674,102391382,88,3550,7.2,2
22000000,26.071644,92542418,132,530,7.2,2
21000000,13.906611,26193068,145,277,7.2,2
22000000,13.960945,17709155,116,212,7.2,2
20000000,52.456505,303788635,135,1098,7.2,2
20000000,13.658985,100914445,99,831,7.2,2
20000000,32.243357,60427839,124,918,7.2,2
18500000,44.511363,10680275,118,1301,7.2,2
18000000,5.706767,0,125,120,7.2,2
15238800,17.94739,0,144,255,7.2,2
16500000,20.898711,135000000,136,352,7.2,2
0,9.423866,0,109,108,7.2,2
13000000,20.39955,754249,161,387,7.2,2
17000000,45.742254,213525736,120,927,7.2,2
15000000,3.826685,67182787,125,67,7.2,2
7000000,49.517264,48126384,109,1170,7.2,2
15000000,47.006162,42000000,131,1840,7.2,2
15000000,32.690038,15785148,103,886,7.2,2
10000000,10.072199,17511906,111,196,7.2,2
12806000,17.363739,38535221,125,219,7.2,2
19000000,24.47248,68673228,141,541,7.2,2
0,15.085981,27281507,85,212,7.2,2
25000000,31.019381,93617009,116,1486,7.2,2
11000000,39.337949,62076141,111,1213,7.2,2
11000000,36.319205,32935319,105,834,7.2,2
10000000,19.524972,50100000,178,234,7.2,2
6500000,28.223163,98410061,112,1149,7.2,2
85000,29.262427,30859000,83,590,7.2,2
0,9.05029,0,156,250,7.2,2
7700000,3.353176,46000000,159,79,7.2,2
8000000,26.356697,43000000,111,561,7.2,2
8000000,10.19377,0,111,189,7.2,2
7500000,45.610993,60722734,95,2904,7.2,2
700000,29.761163,17986781,103,691,7.2,2
6000000,34.917447,30471,108,837,7.2,2
10000000,13.409125,0,97,152,7.2,2
6000000,67.608041,181813770,110,1581,7.2,2
0,2.507912,0,97,34,7.2,2
5800000,4.49029,6800000,133,72,7.2,2
2200000,5.206967,11502151,157,97,7.2,2
5100000,5.934016,0,103,102,7.2,2
4638783,4.495256,11000000,106,65,7.2,2
15000000,30.196039,13060843,135,629,7.2,2
3500000,3.418871,27900000,97,173,7.2,2
2500000,47.812466,124881062,110,987,7.2,2
0,15.492257,4069826,86,345,7.2,2
2600000,22.793929,119500000,93,609,7.2,2
0,7.958831,9726954,106,77,7.2,2
0,9.774126,0,101,197,7.2,2
2280000,32.875469,83320000,124,808,7.2,2
0,15.046612,0,102,242,7.2,2
2000000,15.557144,11540607,118,353,7.2,2
0,18.223139,0,116,298,7.2,2
2000000,2.283796,1431623,102,23,7.2,2
2300000,8.055084,0,87,102,7.2,2
0,1.950959,0,98,244,7.2,2
1530000,27.36562,7267585,81,664,7.2,2
1644736,3.426314,7433101,126,79,7.2,2
1650000,6.915201,30500000,118,133,7.2,2
1200000,63.655973,103911669,103,2184,7.2,2
0,12.818441,0,90,151,7.2,2
0,2.162522,0,122,44,7.2,2
1000000,5.323184,1678874,92,59,7.2,2
1000000,1.883947,0,92,29,7.2,2
0,0.772668,0,105,8,7.2,2
0,7.330691,773228,107,53,7.2,2
0,3.291609,0,91,52,7.2,2
0,2.557258,0,73,11,7.2,2
280000000,134.279229,1405403694,141,6767,7.3,2
190000000,102.322217,1506249360,137,4176,7.3,2
105000000,61.196071,351040419,143,3769,7.3,2
170000000,243.791743,710644566,130,4410,7.3,2
150000000,60.269279,333932083,166,3292,7.3,2
150000000,165.125366,1274219009,102,5295,7.3,2
140000000,52.341226,456758981,154,1895,7.3,2
135000000,100.635882,532950503,156,6396,7.3,2
70000000,45.381501,442824138,115,2888,7.3,2
105000000,110.153618,716392705,91,5751,7.3,2
150000000,88.935165,599045960,144,3855,7.3,2
100000000,52.792678,170877916,143,2281,7.3,2
90000000,109.528572,263920180,126,3885,7.3,2
90000000,73.575118,497366869,92,3806,7.3,2
88000000,24.100863,108539911,144,616,7.3,2
85000000,16.595874,162242962,145,652,7.3,2
0,5.159407,37823676,123,85,7.3,2
65000000,51.970905,84785914,157,2023,7.3,2
80000000,49.078546,181001478,117,1077,7.3,2
0,10.706613,19406406,84,111,7.3,2
75000000,71.124686,117698894,115,5487,7.3,2
90000000,26.153669,60289912,157,481,7.3,2
52000000,68.140214,355237933,140,1599,7.3,2
65000000,43.055253,163442937,137,1400,7.3,2
60000000,86.476817,214034224,119,3583,7.3,2
60000000,51.146047,124596398,100,1386,7.3,2
70000000,45.299089,130293714,146,1553,7.3,2
55000000,27.50916,113020255,141,1131,7.3,2
2000000,23.962109,9250000,153,395,7.3,2
60000000,67.298732,484409218,90,4056,7.3,2
45000000,45.220386,184376254,129,1630,7.3,2
50000000,34.890999,97437106,95,755,7.3,2
50000000,22.442241,38955598,130,480,7.3,2
45000000,52.081131,104876233,122,1634,7.3,2
30000000,23.234651,76669806,136,496,7.3,2
44000000,16.245068,165615285,147,715,7.3,2
35000000,26.595983,75395048,131,453,7.3,2
40000000,41.570047,120175290,139,1221,7.3,2
15000000,44.690107,94000000,102,953,7.3,2
37000000,57.773583,173567581,133,1915,7.3,2
35000000,31.957947,112544580,125,1226,7.3,2
34000000,41.946523,63013281,128,1064,7.3,2
30000000,63.13678,210819611,112,3382,7.3,2
30000000,65.364452,91709827,123,2067,7.3,2
28000000,35.580032,186438883,136,718,7.3,2
28000000,57.518472,133346506,130,2607,7.3,2
27000000,17.567332,21500000,193,235,7.3,2
26000000,39.742009,71868327,106,1112,7.3,2
25000000,8.450513,0,127,166,7.3,2
24000000,17.606087,182016617,135,385,7.3,2
22000000,27.898438,88880821,122,508,7.3,2
20000000,10.446722,73276047,128,394,7.3,2
20000000,11.352693,10686841,96,187,7.3,2
19000000,26.441669,32801173,114,638,7.3,2
18000000,50.009408,98235548,107,2093,7.3,2
18000000,13.628601,12000000,108,236,7.3,2
18000000,24.548633,5887457,127,630,7.3,2
0,9.814785,0,242,117,7.3,2
17000000,32.746486,115350426,112,2247,7.3,2
16000000,18.430419,92823546,96,950,7.3,2
15000000,29.943316,133432856,100,1049,7.3,2
15000000,30.669913,85306374,124,1105,7.3,2
15000000,0.738646,0,,12,7.3,2
13000000,91.285683,327803731,108,4430,7.3,2
